2.1630214018199743e-05,2.1630214018199743e-05,2.1630214018199743e-05,2.1630214018199743e-05,2.1630214018199743e-05
3.8014531152951565e-06,3.8014531152951565e-06,3.8014531152951565e-06,3.8014531152951565e-06,3.8014531152951565e-06
-1.660179976004689e-05,-1.660179976004689e-05,-1.660179976004689e-05,-1.660179976004689e-05,-1.660179976004689e-05
2.0420579120614237e-05,2.0420579120614237e-05,2.0420579120614237e-05,2.0420579120614237e-05,2.0420579120614237e-05
-6.609575668455083e-06,-6.609575668455083e-06,-6.609575668455083e-06,-6.609575668455083e-06,-6.609575668455083e-06
1.5361182564577643e-06,1.5361182564577643e-06,1.5361182564577643e-06,1.5361182564577643e-06,1.5361182564577643e-06
1.6255680993084402e-05,1.6255680993084402e-05,1.6255680993084402e-05,1.6255680993084402e-05,1.6255680993084402e-05
1.096761197355057e-05,1.096761197355057e-05,1.096761197355057e-05,1.096761197355057e-05,1.096761197355057e-05
2.922564322482718e-06,2.922564322482718e-06,2.922564322482718e-06,2.922564322482718e-06,2.922564322482718e-06
-1.2956305100919748e-05,-1.2956305100919748e-05,-1.2956305100919748e-05,-1.2956305100919748e-05,-1.2956305100919748e-05
2.0939487204376023e-06,2.0939487204376023e-06,2.0939487204376023e-06,2.0939487204376023e-06,2.0939487204376023e-06
-6.343662969419544e-06,-6.343662969419544e-06,-6.343662969419544e-06,-6.343662969419544e-06,-6.343662969419544e-06
-1.5217466516219906e-05,-1.5217466516219906e-05,-1.5217466516219906e-05,-1.5217466516219906e-05,-1.5217466516219906e-05
1.538527100618366e-05,1.538527100618366e-05,1.538527100618366e-05,1.538527100618366e-05,1.538527100618366e-05
9.808038394904188e-07,9.808038394904188e-07,9.808038394904188e-07,9.808038394904188e-07,9.808038394904188e-07
-3.6663302231313956e-06,-3.6663302231313956e-06,-3.6663302231313956e-06,-3.6663302231313956e-06,-3.6663302231313956e-06
-2.3267493660201482e-05,-2.3267493660201482e-05,-2.3267493660201482e-05,-2.3267493660201482e-05,-2.3267493660201482e-05
-1.5878117234312216e-05,-1.5878117234312216e-05,-1.5878117234312216e-05,-1.5878117234312216e-05,-1.5878117234312216e-05
-5.0588387084744265e-06,-5.0588387084744265e-06,-5.0588387084744265e-06,-5.0588387084744265e-06,-5.0588387084744265e-06
-1.8733891370643487e-05,-1.8733891370643487e-05,-1.8733891370643487e-05,-1.8733891370643487e-05,-1.8733891370643487e-05
4.96905455106826e-06,4.96905455106826e-06,4.96905455106826e-06,4.96905455106826e-06,4.96905455106826e-06
-2.273005215832931e-06,-2.273005215832931e-06,-2.273005215832931e-06,-2.273005215832931e-06,-2.273005215832931e-06
-6.00292660870558e-06,-6.00292660870558e-06,-6.00292660870558e-06,-6.00292660870558e-06,-6.00292660870558e-06
-5.846873075344519e-07,-5.846873075344519e-07,-5.846873075344519e-07,-5.846873075344519e-07,-5.846873075344519e-07
-1.4033132107640033e-05,-1.4033132107640033e-05,-1.4033132107640033e-05,-1.4033132107640033e-05,-1.4033132107640033e-05
8.25561249042928e-07,8.25561249042928e-07,8.25561249042928e-07,8.25561249042928e-07,8.25561249042928e-07
-1.5492413956571787e-05,-1.5492413956571787e-05,-1.5492413956571787e-05,-1.5492413956571787e-05,-1.5492413956571787e-05
1.158779553667214e-05,1.158779553667214e-05,1.158779553667214e-05,1.158779553667214e-05,1.158779553667214e-05
1.5755727181072418e-05,1.5755727181072418e-05,1.5755727181072418e-05,1.5755727181072418e-05,1.5755727181072418e-05
-2.878622854794188e-07,-2.878622854794188e-07,-2.878622854794188e-07,-2.878622854794188e-07,-2.878622854794188e-07
-1.0645716726908863e-05,-1.0645716726908863e-05,-1.0645716726908863e-05,-1.0645716726908863e-05,-1.0645716726908863e-05
1.2178730186297519e-05,1.2178730186297519e-05,1.2178730186297519e-05,1.2178730186297519e-05,1.2178730186297519e-05
6.978014341852894e-06,6.978014341852894e-06,6.978014341852894e-06,6.978014341852894e-06,6.978014341852894e-06
-9.048608415628583e-06,-9.048608415628583e-06,-9.048608415628583e-06,-9.048608415628583e-06,-9.048608415628583e-06
-6.4065515650130885e-06,-6.4065515650130885e-06,-6.4065515650130885e-06,-6.4065515650130885e-06,-6.4065515650130885e-06
7.248520896042262e-06,7.248520896042262e-06,7.248520896042262e-06,7.248520896042262e-06,7.248520896042262e-06
-1.4260372816510784e-05,-1.4260372816510784e-05,-1.4260372816510784e-05,-1.4260372816510784e-05,-1.4260372816510784e-05
5.630523422721016e-06,5.630523422721016e-06,5.630523422721016e-06,5.630523422721016e-06,5.630523422721016e-06
1.4963312879809994e-05,1.4963312879809994e-05,1.4963312879809994e-05,1.4963312879809994e-05,1.4963312879809994e-05
1.1050286831658843e-05,1.1050286831658843e-05,1.1050286831658843e-05,1.1050286831658843e-05,1.1050286831658843e-05
2.2146555143010352e-05,2.2146555143010352e-05,2.2146555143010352e-05,2.2146555143010352e-05,2.2146555143010352e-05
-2.238571912009738e-05,-2.238571912009738e-05,-2.238571912009738e-05,-2.238571912009738e-05,-2.238571912009738e-05
2.2194410290806312e-05,2.2194410290806312e-05,2.2194410290806312e-05,2.2194410290806312e-05,2.2194410290806312e-05
2.202268811045945e-05,2.202268811045945e-05,2.202268811045945e-05,2.202268811045945e-05,2.202268811045945e-05
-1.3331214056889982e-05,-1.3331214056889982e-05,-1.3331214056889982e-05,-1.3331214056889982e-05,-1.3331214056889982e-05
-2.225385255117117e-05,-2.225385255117117e-05,-2.225385255117117e-05,-2.225385255117117e-05,-2.225385255117117e-05
-7.116506140499248e-07,-7.116506140499248e-07,-7.116506140499248e-07,-7.116506140499248e-07,-7.116506140499248e-07
-1.3969701896845326e-05,-1.3969701896845326e-05,-1.3969701896845326e-05,-1.3969701896845326e-05,-1.3969701896845326e-05
2.2127154259445394e-05,2.2127154259445394e-05,2.2127154259445394e-05,2.2127154259445394e-05,2.2127154259445394e-05
2.0702652706835984e-05,2.0702652706835984e-05,2.0702652706835984e-05,2.0702652706835984e-05,2.0702652706835984e-05
1.0968069790247695e-05,1.0968069790247695e-05,1.0968069790247695e-05,1.0968069790247695e-05,1.0968069790247695e-05
2.212712179442179e-05,2.212712179442179e-05,2.212712179442179e-05,2.212712179442179e-05,2.212712179442179e-05
-1.3103687489997163e-05,-1.3103687489997163e-05,-1.3103687489997163e-05,-1.3103687489997163e-05,-1.3103687489997163e-05
2.2030328437307635e-05,2.2030328437307635e-05,2.2030328437307635e-05,2.2030328437307635e-05,2.2030328437307635e-05
-1.3875200482281359e-05,-1.3875200482281359e-05,-1.3875200482281359e-05,-1.3875200482281359e-05,-1.3875200482281359e-05
8.840308364773024e-06,8.840308364773024e-06,8.840308364773024e-06,8.840308364773024e-06,8.840308364773024e-06
-1.0669396411887215e-05,-1.0669396411887215e-05,-1.0669396411887215e-05,-1.0669396411887215e-05,-1.0669396411887215e-05
1.4332107652545613e-05,1.4332107652545613e-05,1.4332107652545613e-05,1.4332107652545613e-05,1.4332107652545613e-05
5.219536985791785e-06,5.219536985791785e-06,5.219536985791785e-06,5.219536985791785e-06,5.219536985791785e-06
